Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
India,IND,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.2073057893366,31.5330084182543,30.7335963028921,31.6329868329868,32.8692137725814,33.8165486420686,34.9320788330921,34.6501109831606,35.3416487104871,34.4923791438579,35.3987866644404,36.3294775163937,36.7856069627931,37.899492566545,38.0592736886044,37.4767510496831,38.3010121136423,38.7893080022906,39.9642159909513,42.2658230981323,42.2657783530901
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,58.8431953558299,59.357794153754,59.2474749343298,59.4351521429845,59.5915498168634,59.7102775133779,59.803443439538,59.9907843091091,59.7983983532838,59.8858465150226,59.8068068303741,59.8501945721599,60.1209475344664,60.2995435878635,60.4381152903111,60.4229800315486,60.4034723646992,60.7401477873933,60.73611171839,60.632519280638,60.6759070224237,60.8003524833596,60.696423706524,61.0293993992984,60.991729421934,60.9419512375597,61.0600062559069,60.907980990115,61.0458800143953,61.0162821750376,61.0744688365022,60.9799575540076,61.0058556634457,60.9752488068371,60.8588754839079,60.7391387701425,60.8709836909178,60.8349954089715,60.8844372542623,60.8689656564162,60.7048321836142,60.7293849367178,60.6247834817149,60.6671622062499,60.5834137744308,60.5094191760365,60.4132261981239,60.4593046525785,60.5639061075814,60.3974182611942,60.4300431523044,60.4206256579633,60.4394606466455,60.4495508191538,60.4317248477225,60.3990999566123,60.2839387997403,60.2435646561437,60.2198133654425,60.0458628611021,60.0459264291889
India,IND,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,31016,35000,40000,44000,48000,54012,66000,78000,90000,100000,143000,170000,184293,203351,227668,250884,294313,334138,378714,382869,417769,461567,502581,553555,607773,648932,697568,750935,925365,988070,1063012,1136160,1195013,1257630,1354864,1502000,1650000,1797000,1944000,2091000,2238000,2385000,2532900,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,..,..,9.25729884051672,8.25292351104026,7.99026464783777,7.71134815309765,7.59874918666788,6.77177782087243,5.70165165436713,5.67722102491443,5.55649368385305,5.41351709178988,5.82678263058926,5.07891775012136,5.95947605569764,3.97877492729589,4.17567341381973,3.03255577872028,2.85365661675533,3.68118463336824,4.99806593996183,4.11936805369225,3.43719343526731,3.52132985851005,2.67895942898982,2.83806591839677,3.50437221933462,2.78986417592425,1.9740060298648,2.14052950869383,4.05073074109245,2.00766401605534,1.59579188904255,1.97195508825926,1.19232903397712,1.29416963874987,2.5333032302586,2.00406561154713,1.65605105729538,1.4181646608019,1.25928051395496,1.13946841502435,1.06279577378163,1.07983395037738,1.2038845130859,1.2677593168785,1.71787505435699,1.98294426026312,1.73540589346138,1.28973766827269,2.22625861264457,2.48195512879416,4.09608734399954,2.82993900019101,2.17094784216849,1.7736046518473,1.5373233001934,1.51484254623607,1.56952575353611,1.14645412586871,1.33684682253082,1.46901995334455
India,IND,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,..,..,9.24224930811773,8.60345707101249,8.3837901377496,7.39406571602944,7.54646487053762,7.32446776836371,7.11712389783156,8.87521959742395,9.20727705538391,8.62512334904124,8.66513081784393,4.89086676723557,1.94238402584302,2.54280290353093,3.00335834358336,8.79845237628226,5.44136406472991,3.49339276535324,1.74133486801785,2.52170228380775,..,2.90389368754491,3.07624786602573,3.42250514253147,3.61806089511424,4.02325174361055,4.52579323993537,3.91700699011192,3.99042557560535,3.11952781157825,3.68685582594079,3.37983357973329,4.34108878503529,3.96311163227468,3.12830388715332,3.35170044792645,2.93740705167768,3.15492818355838,3.23010302296845,3.64549441239044,3.10581479729059,3.04458279684639,2.58328772932756,1.97187881683733,1.65965149957448,1.72334683736166,1.46654454538429,1.49609124627603,1.58463494528155,1.56885992878721,1.63514217365521,1.65786780597771,1.78765161632445,1.84970409889128,2.04943968255047,1.79104776706967,1.70444380857381,1.85942162777805,1.63099942106726,1.64553718536795
India,IND,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93,93.206015268,93.4001090891,93.5832871497,93.7564451111,93.9203832554,94.0758188525,94.2233966514,94.3636978198,94.4972475929,94.6245218442,94.0968312691,93.5705393358,93.0456404909,92.5221292106,92,91.9380087664,91.878639289,91.8217286915,91.7671273155,91.7146974063,91.6643119525,91.6158536585,91.5692140332,91.5242925788,91.4809960682,91.3503661305,91.2258789733,91.1071112603,90.993677681,90.8852267756,90.7814372966,90.6820150317,90.5866900175,90.4952140923,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,90.4073587385,..
India,IND,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.3,..,..,..,..,69.35,..,..,..,..,69.41,..,56.45,..,..,..,..,..,..,..,..,..
India,IND,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.50056,63.11409,62.70322,62.17806,61.75559,61.43129,61.08086,60.68718,60.10669,59.64473,59.08598,58.44382,57.7151,56.75876,55.99824,55.09983,54.17196,53.3906,52.47509,51.51537,49.25777,47.00424,46.42778,45.7835,45.15931,44.52136,43.93962,43.32882,41.38738,44.30447,43.95999
India,IND,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.42886,76.16771,75.86033,75.47938,75.29556,75.16219,75.05875,74.88384,74.54871,74.36429,73.80885,73.25214,72.54777,71.72401,71.01849,70.24514,69.38042,68.61887,67.67727,66.7014,63.27568,59.70126,59.11451,58.40867,57.70898,56.95825,56.25889,55.49442,53.13843,58.24064,58.32362
India,IND,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.2198,58.77035,58.29943,57.69278,57.16608,56.75264,56.29282,55.79622,55.10141,54.51308,53.91356,53.19874,52.41423,51.35994,50.52499,49.64861,48.76536,48.04472,47.20369,46.31529,44.57203,42.86185,42.42514,41.9332,41.46139,40.98172,40.55406,40.10083,37.78393,40.07831,39.61556
India,IND,Arable land (% of land area),AG.LND.ARBL.ZS,..,52.4036472610227,52.7043344017705,52.9633154961506,53.0514363360566,53.2142244525241,53.3400152697944,53.7402587792909,53.8374607744544,53.8061812396786,54.0026032645071,53.7321866412843,53.8768124472368,54.1653913809746,54.3190983421847,54.4324446133614,54.5061028726721,54.5067755508393,54.9036556694998,54.9726051816399,54.7741651223097,54.7936727891591,54.906010043085,54.7331317541092,55.0311281821881,55.0048937336665,54.9608333137136,54.892220140657,54.7788738694803,54.9833680323155,54.9776502678941,54.884484341734,54.7243869379354,54.6840262479021,54.6635095638018,54.456997366465,54.1590009383861,54.3527322505457,54.2881551464925,54.1421839842055,54.127048725443,53.9235635798587,53.959551861805,53.7466492218795,53.7069612100135,53.6272488471978,53.3642316838144,53.1489746703036,53.1398935150461,53.1160134401098,52.8082631786061,52.7981730060978,52.6525381828945,52.617558918199,52.6246220389548,52.6078050847743,52.5755165327477,52.4336271815794,52.29329810742,52.2566927777909,51.9468812958472,51.9468812958472
India,IND,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,2.17128993748636,2.88576898532227,3.45399123642599,4.9019856465397,4.95904333316479,6.93990793870988,9.63199399173864,10.9996314089549,12.3893584037606,14.0545590433483,16.630361300984,17.2792878279001,17.6256178435707,15.9336474696751,21.5882549215883,21.0839396014982,26.5076299372451,31.4324395518228,32.2612026137393,33.9727608778415,37.3489982321744,35.9304362740894,40.7756310989848,48.890708846215,52.9864253393665,58.8559993635601,51.1179191813976,66.0964707615984,69.2107710000245,73.523024122257,77.9993197779167,74.7016643516527,76.1767372344482,83.4558929395478,85.702855272341,89.0423288309269,100.172560813361,104.067951601212,112.171020344774,103.786118188032,108.182198658974,100.329055300688,105.177203862352,115.271510073208,127.614591957051,136.403921543911,142.835225474934,153.349390803506,167.457295914491,179.035876924253,180.748291172705,163.122021642201,156.495698086192,163.498079418137,171.038212936265,166.003057888777,170.569144633223,176.071313435643,186.456666096266,210.657379533459,193.245040717537
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,563575.4,607224,626293.3,651351.1,685903,737856.4,774070.2,819268.8,836269.9,901325.2,937858.4,953537.3,985453.3,1011770.9,1085666.9,1136466.4,1215205.2,1336737.1,1424383,1564881.1,1659983,1756744,1909442,1972429.4,2147107,2158023.2,2195248.5,2308804.4,2458175.9,2423951.4,2200836.3,..
India,IND,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.02880173823914,7.13931035445134,9.68421572812397,13.9585075326094,19.0382409525948,23.1708000238898,26.9693794126509,27.5047521146854,40.9888086093604,35.8820305287735,35.1909288455924,38.1961657546136,42.4599463177795,50.6686830355254,52.6238719480406,60.9345150170341,71.6923845260169,75.7794302035052,87.0183522232663,99.7630855834191,103.899617118114,116.444855246299,..,..,..,..,..,..,..,..,..
India,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.77987784677379,1.69521293914439,3.63221497106987,2.94616135685227,13.3552611508153,9.47475859170697,10.8018483489341,13.0622024777969,3.23741242627508,-0.584136610466297,5.09226161997544,3.07993868406547,6.44209746158235,16.9408159791736,28.598734077509,5.74843029767432,-7.63394763392876,8.30747009171162,2.52304875695182,6.27568336762338,11.3460734795094,13.112546897642,7.8907427937749,11.8680812986734,8.3189071186007,5.55642423236555,8.72972072702588,8.80112581251833,9.38347186185332,7.07428002942298,8.97123250273256,13.8702461773683,11.7878170418135,6.32689048779867,10.2479355556119,10.2248861637545,8.97715233826453,7.16425211462723,13.2308389767977,4.66982038037589,4.0094359104519,3.77929312235641,4.29715203929562,3.80585899528852,3.7672517347751,4.24634362031927,5.79652337561635,6.37288135593229,8.34926704907581,10.8823529411765,11.9893899204243,8.9117933648337,9.47899691419793,10.0178784746103,6.665656718679,4.90697344127254,4.94821634062142,3.32817337461301,3.93882646691634,3.72950573539126,6.62343677628532,5.13140747176369
