Country_Code,Country_Name,Year,Climate(deg C),Precipitation(mm)
KAZ,Kazakhstan,2021,7.94,235.54
KAZ,Kazakhstan,2022,8.04,224.04
KGZ,Kyrgyz Republic,1960,1.38,437.6
KGZ,Kyrgyz Republic,1961,1.48,432.67
KGZ,Kyrgyz Republic,1962,1.57,432.45
KGZ,Kyrgyz Republic,1963,1.64,437.3
KGZ,Kyrgyz Republic,1964,1.67,447.64
KGZ,Kyrgyz Republic,1965,1.67,463.31
KGZ,Kyrgyz Republic,1966,1.63,481.32
KGZ,Kyrgyz Republic,1967,1.57,497.62
KGZ,Kyrgyz Republic,1968,1.5,508.17
KGZ,Kyrgyz Republic,1969,1.43,508.86
KGZ,Kyrgyz Republic,1970,1.38,496.04
KGZ,Kyrgyz Republic,1971,1.36,471.72
KGZ,Kyrgyz Republic,1972,1.37,442.03
KGZ,Kyrgyz Republic,1973,1.41,413.5
KGZ,Kyrgyz Republic,1974,1.49,392.37
KGZ,Kyrgyz Republic,1975,1.61,384.91
KGZ,Kyrgyz Republic,1976,1.77,392.75
KGZ,Kyrgyz Republic,1977,1.93,410.49
KGZ,Kyrgyz Republic,1978,2.08,432.23
KGZ,Kyrgyz Republic,1979,2.19,452.06
KGZ,Kyrgyz Republic,1980,2.23,464.09
KGZ,Kyrgyz Republic,1981,2.18,464.63
KGZ,Kyrgyz Republic,1982,2.08,457.21
KGZ,Kyrgyz Republic,1983,1.95,446.65
KGZ,Kyrgyz Republic,1984,1.83,437.77
KGZ,Kyrgyz Republic,1985,1.75,435.45
KGZ,Kyrgyz Republic,1986,1.73,443.56
KGZ,Kyrgyz Republic,1987,1.77,459.52
KGZ,Kyrgyz Republic,1988,1.85,478.12
KGZ,Kyrgyz Republic,1989,1.92,493.98
KGZ,Kyrgyz Republic,1990,1.98,501.89
KGZ,Kyrgyz Republic,1991,1.99,496.94
KGZ,Kyrgyz Republic,1992,1.97,480.3
KGZ,Kyrgyz Republic,1993,1.92,458.5
KGZ,Kyrgyz Republic,1994,1.9,438.08
KGZ,Kyrgyz Republic,1995,1.91,425.63
KGZ,Kyrgyz Republic,1996,1.99,427.69
KGZ,Kyrgyz Republic,1997,2.15,446
KGZ,Kyrgyz Republic,1998,2.35,474.31
KGZ,Kyrgyz Republic,1999,2.57,505.62
KGZ,Kyrgyz Republic,2000,2.78,532.98
KGZ,Kyrgyz Republic,2001,2.95,549.24
KGZ,Kyrgyz Republic,2002,3.05,549.74
KGZ,Kyrgyz Republic,2003,3.1,537.68
KGZ,Kyrgyz Republic,2004,3.1,517.93
KGZ,Kyrgyz Republic,2005,3.07,495.53
KGZ,Kyrgyz Republic,2006,3.01,475.38
KGZ,Kyrgyz Republic,2007,2.95,461.9
KGZ,Kyrgyz Republic,2008,2.89,455.54
KGZ,Kyrgyz Republic,2009,2.83,454.96
KGZ,Kyrgyz Republic,2010,2.78,458.71
KGZ,Kyrgyz Republic,2011,2.75,465.39
KGZ,Kyrgyz Republic,2012,2.73,473.64
KGZ,Kyrgyz Republic,2013,2.74,482.1
KGZ,Kyrgyz Republic,2014,2.77,489.61
KGZ,Kyrgyz Republic,2015,2.81,494.97
KGZ,Kyrgyz Republic,2016,2.88,497
KGZ,Kyrgyz Republic,2017,2.96,494.5
KGZ,Kyrgyz Republic,2018,3.06,487.02
KGZ,Kyrgyz Republic,2019,3.17,475.42
KGZ,Kyrgyz Republic,2020,3.3,460.71
KGZ,Kyrgyz Republic,2021,3.43,443.97
KGZ,Kyrgyz Republic,2022,3.56,426.21
TKM,Turkmenistan,1960,15.53,137.95
TKM,Turkmenistan,1961,15.62,138.34
TKM,Turkmenistan,1962,15.71,141
TKM,Turkmenistan,1963,15.78,145.44
TKM,Turkmenistan,1964,15.81,151.2
TKM,Turkmenistan,1965,15.79,157.72
TKM,Turkmenistan,1966,15.73,164.12
TKM,Turkmenistan,1967,15.64,169.38
TKM,Turkmenistan,1968,15.53,172.5
TKM,Turkmenistan,1969,15.43,172.45
TKM,Turkmenistan,1970,15.34,168.34
TKM,Turkmenistan,1971,15.28,161.1
TKM,Turkmenistan,1972,15.24,153
TKM,Turkmenistan,1973,15.24,146.39
TKM,Turkmenistan,1974,15.27,143.57
TKM,Turkmenistan,1975,15.35,146.82
TKM,Turkmenistan,1976,15.47,156.29
TKM,Turkmenistan,1977,15.61,168.81
TKM,Turkmenistan,1978,15.75,181.03
TKM,Turkmenistan,1979,15.87,189.57
TKM,Turkmenistan,1980,15.96,191.06
TKM,Turkmenistan,1981,16.01,183.66
TKM,Turkmenistan,1982,16.02,170.31
TKM,Turkmenistan,1983,16.01,154.86
TKM,Turkmenistan,1984,15.98,141.12
TKM,Turkmenistan,1985,15.97,133.01
TKM,Turkmenistan,1986,15.97,133.63
TKM,Turkmenistan,1987,15.99,141.39
TKM,Turkmenistan,1988,16.02,152.72
TKM,Turkmenistan,1989,16.04,163.97
TKM,Turkmenistan,1990,16.05,171.58
TKM,Turkmenistan,1991,16.03,172.16
TKM,Turkmenistan,1992,16.01,165.66
TKM,Turkmenistan,1993,15.99,154.95
TKM,Turkmenistan,1994,15.99,142.96
TKM,Turkmenistan,1995,16.05,132.6
TKM,Turkmenistan,1996,16.17,126.77
TKM,Turkmenistan,1997,16.35,126.76
TKM,Turkmenistan,1998,16.58,131.07
TKM,Turkmenistan,1999,16.8,137.97
TKM,Turkmenistan,2000,16.98,145.72
TKM,Turkmenistan,2001,17.09,152.56
TKM,Turkmenistan,2002,17.1,157.14
TKM,Turkmenistan,2003,17.03,159.45
TKM,Turkmenistan,2004,16.92,159.79
TKM,Turkmenistan,2005,16.79,158.42
TKM,Turkmenistan,2006,16.69,155.66
TKM,Turkmenistan,2007,16.64,151.81
TKM,Turkmenistan,2008,16.63,147.53
TKM,Turkmenistan,2009,16.66,143.64
TKM,Turkmenistan,2010,16.7,140.96
TKM,Turkmenistan,2011,16.76,140.28
TKM,Turkmenistan,2012,16.81,142.38
TKM,Turkmenistan,2013,16.85,146.93
TKM,Turkmenistan,2014,16.88,152.62
TKM,Turkmenistan,2015,16.92,158.08
TKM,Turkmenistan,2016,16.96,161.96
TKM,Turkmenistan,2017,17.02,162.88
TKM,Turkmenistan,2018,17.1,160.18
TKM,Turkmenistan,2019,17.18,154.47
TKM,Turkmenistan,2020,17.29,146.48
TKM,Turkmenistan,2021,17.39,137
TKM,Turkmenistan,2022,17.5,126.77
